komentar;cleaning;tokenize;normalize;stopword
Jadi salah satu alternatif wisata di pulau Madura. Bukit Jaddih merupakan tempat bekas galian tambang batu kapur yang sampai saat ini masih beroperasi. Dibagian lain sdh berubah fungsi menjadi tempat wisata. Akses kesini lumayan sulit …;Jadi salah satu alternatif wisata di pulau Madura Bukit Jaddih merupakan tempat bekas galian tambang batu kapur yang sampai saat ini masih beroperasi Dibagian lain sdh berubah fungsi menjadi tempat wisata Akses kesini lumayan sulit;['jadi', 'salah', 'satu', 'alternatif', 'wisata', 'di', 'pulau', 'madura', 'bukit', 'jaddih', 'merupakan', 'tempat', 'bekas', 'galian', 'tambang', 'batu', 'kapur', 'yang', 'sampai', 'saat', 'ini', 'masih', 'beroperasi', 'dibagian', 'lain', 'sdh', 'berubah', 'fungsi', 'menjadi', 'tempat', 'wisata', 'akses', 'kesini', 'lumayan', 'sulit'];['jadi', 'salah', 'satu', 'alternatif', 'wisata', 'di', 'pulau', 'madura', 'bukit', 'jaddih', 'merupakan', 'tempat', 'bekas', 'galian', 'tambang', 'batu', 'kapur', 'yang', 'sampai', 'saat', 'ini', 'masih', 'beroperasi', 'dibagian', 'lain', 'sudah', 'berubah', 'fungsi', 'menjadi', 'tempat', 'wisata', 'akses', 'kesini', 'lumayan', 'sulit'];['salah', 'alternatif', 'wisata', 'pulau', 'madura', 'bukit', 'jaddih', 'bekas', 'galian', 'tambang', 'batu', 'kapur', 'beroperasi', 'dibagian', 'berubah', 'fungsi', 'wisata', 'akses', 'kesini', 'lumayan', 'sulit']
Biaya masuk mobil 5rb, semoga next ada papan petunjuk jalan ke wisata (soalnya kalo pake maps diputer2in) & jalan kesana lebih baik. Krn mobil kecil uda berusaha menghindar tetep gasruk, alhasil cat mobil di bemper depan ngelupas;Biaya masuk mobil rb semoga next ada papan petunjuk jalan ke wisata soalnya kalo pake maps diputerin jalan kesana lebih baik Krn mobil kecil uda berusaha menghindar tetep gasruk alhasil cat mobil di bemper depan ngelupas;['biaya', 'masuk', 'mobil', 'rb', 'semoga', 'next', 'ada', 'papan', 'petunjuk', 'jalan', 'ke', 'wisata', 'soalnya', 'kalo', 'pake', 'maps', 'diputerin', 'jalan', 'kesana', 'lebih', 'baik', 'krn', 'mobil', 'kecil', 'uda', 'berusaha', 'menghindar', 'tetep', 'gasruk', 'alhasil', 'cat', 'mobil', 'di', 'bemper', 'depan', 'ngelupas'];['biaya', 'masuk', 'mobil', 'ribu', 'semoga', 'next', 'ada', 'papan', 'petunjuk', 'jalan', 'ke', 'wisata', 'soalnya', 'kalo', 'pakai', 'maps', 'diputerin', 'jalan', 'kesana', 'lebih', 'baik', 'karena', 'mobil', 'kecil', 'sudah', 'berusaha', 'menghindar', 'tetap', 'gasruk', 'alhasil', 'cat', 'mobil', 'di', 'bemper', 'depan', 'ngelupas'];['biaya', 'masuk', 'mobil', 'ribu', 'semoga', 'next', 'papan', 'petunjuk', 'jalan', 'wisata', 'pakai', 'maps', 'diputerin', 'jalan', 'kesana', 'mobil', 'berusaha', 'menghindar', 'gasruk', 'alhasil', 'cat', 'mobil', 'bemper', 'ngelupas']
Pertama kali kesini, pakai google map. Kalau dari jembatan suramadu nanti arahnya perempatan terus ke kiri. Nanti jalannya agak kecil sih kalau naik mobil papasan agak mepet, jalannya juga belum terlalu baik masih berlubang. Parkir masuk …;Pertama kali kesini pakai google map Kalau dari jembatan suramadu nanti arahnya perempatan terus ke kiri Nanti jalannya agak kecil sih kalau naik mobil papasan agak mepet jalannya juga belum terlalu baik masih berlubang Parkir masuk;['pertama', 'kali', 'kesini', 'pakai', 'google', 'map', 'kalau', 'dari', 'jembatan', 'suramadu', 'nanti', 'arahnya', 'perempatan', 'terus', 'ke', 'kiri', 'nanti', 'jalannya', 'agak', 'kecil', 'sih', 'kalau', 'naik', 'mobil', 'papasan', 'agak', 'mepet', 'jalannya', 'juga', 'belum', 'terlalu', 'baik', 'masih', 'berlubang', 'parkir', 'masuk'];['pertama', 'kali', 'kesini', 'pakai', 'google', 'map', 'kalau', 'dari', 'jembatan', 'suramadu', 'nanti', 'arahnya', 'perempatan', 'terus', 'ke', 'kiri', 'nanti', 'jalannya', 'agak', 'kecil', 'sih', 'kalau', 'naik', 'mobil', 'papasan', 'agak', 'mepet', 'jalannya', 'juga', 'belum', 'terlalu', 'baik', 'masih', 'berlubang', 'parkir', 'masuk'];['kali', 'kesini', 'pakai', 'google', 'map', 'jembatan', 'suramadu', 'arahnya', 'perempatan', 'kiri', 'jalannya', 'mobil', 'papasan', 'mepet', 'jalannya', 'berlubang', 'parkir', 'masuk']
Fasilotas masih minim, perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan;Fasilotas masih minim perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan;['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan'];['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan'];['fasilotas', 'minim', 'pegembangan', 'sentuhan', 'artistik', 'menarik', 'wisatawan']
Menurut aku cukup bagus untuk jalan2 ke sini. Cuman kitq ga tahu mana penarik karcis mana yg bukan. Kita naik mobil dicgat orang bawa karcis suruh bayar;Menurut aku cukup bagus untuk jalan ke sini Cuman kitq ga tahu mana penarik karcis mana yg bukan Kita naik mobil dicgat orang bawa karcis suruh bayar;['menurut', 'aku', 'cukup', 'bagus', 'untuk', 'jalan', 'ke', 'sini', 'cuman', 'kitq', 'ga', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yg', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar'];['menurut', 'aku', 'cukup', 'bagus', 'untuk', 'jalan', 'ke', 'sini', 'cuman', 'kitq', 'enggak', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yang', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar'];['bagus', 'jalan', 'cuman', 'kitq', 'penarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']
Dateng pas weekend, buat survey. Bareng sama truk truk tambang dan jalannya rusak. Dibantu warga lokal buat nyari jalan yg agak mendingan. Sampe lokasi airnya surut karna emang gak ada ujan. Gersang banget dan lebih baik bawa masker. Debu dimana mana;Dateng pas weekend buat survey Bareng sama truk truk tambang dan jalannya rusak Dibantu warga lokal buat nyari jalan yg agak mendingan Sampe lokasi airnya surut karna emang gak ada ujan Gersang banget dan lebih baik bawa masker Debu dimana mana;['dateng', 'pas', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'dan', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'nyari', 'jalan', 'yg', 'agak', 'mendingan', 'sampe', 'lokasi', 'airnya', 'surut', 'karna', 'emang', 'gak', 'ada', 'ujan', 'gersang', 'banget', 'dan', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana'];['datang', 'pas', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'dan', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'mencari', 'jalan', 'yang', 'agak', 'mendingan', 'sampai', 'lokasi', 'airnya', 'surut', 'karena', 'memang', 'enggak', 'ada', 'ujan', 'gersang', 'banget', 'dan', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana'];['pas', 'weekend', 'survey', 'bareng', 'truk', 'truk', 'tambang', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'mencari', 'jalan', 'mendingan', 'lokasi', 'airnya', 'surut', 'ujan', 'gersang', 'banget', 'bawa', 'masker', 'debu', 'dimana']
Tempatnya bagus, sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur;Tempatnya bagus sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur;['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur'];['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur'];['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jalanan', 'berdebu', 'galian', 'tambang', 'kapur']
Wisata gunung kapur yg indah...kalau musim kemarau panas banget;Wisata gunung kapur yg indahkalau musim kemarau panas banget;['wisata', 'gunung', 'kapur', 'yg', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget'];['wisata', 'gunung', 'kapur', 'yang', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget'];['wisata', 'gunung', 'kapur', 'indahkalau', 'musim', 'kemarau', 'panas', 'banget']
jalan masuk sekitar 300 m sangat bergelombang, air didanau kering pada saat musim kemarau;jalan masuk sekitar m sangat bergelombang air didanau kering pada saat musim kemarau;['jalan', 'masuk', 'sekitar', 'm', 'sangat', 'bergelombang', 'air', 'didanau', 'kering', 'pada', 'saat', 'musim', 'kemarau'];['jalan', 'masuk', 'sekitar', 'sama', 'sangat', 'bergelombang', 'air', 'didanau', 'kering', 'pada', 'saat', 'musim', 'kemarau'];['jalan', 'masuk', 'bergelombang', 'air', 'didanau', 'kering', 'musim', 'kemarau']
kesini H+2 hari raya Idul fitri 2023 jalan agak rusak tapi senang aja suasananya unik dan ramai suara petasan, knalpot anak2 motor khas jaddih bangkalan madura.;kesini H hari raya Idul fitri jalan agak rusak tapi senang aja suasananya unik dan ramai suara petasan knalpot anak motor khas jaddih bangkalan madura;['kesini', 'h', 'hari', 'raya', 'idul', 'fitri', 'jalan', 'agak', 'rusak', 'tapi', 'senang', 'aja', 'suasananya', 'unik', 'dan', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura'];['kesini', 'h', 'hari', 'raya', 'idul', 'fitri', 'jalan', 'agak', 'rusak', 'tapi', 'senang', 'saja', 'suasananya', 'unik', 'dan', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura'];['kesini', 'h', 'raya', 'idul', 'fitri', 'jalan', 'rusak', 'senang', 'suasananya', 'unik', 'ramai', 'suara', 'petasan', 'knalpot', 'anak', 'motor', 'khas', 'jaddih', 'bangkalan', 'madura']
"Punya pengalaman yg ga mengenakan disini..
Yg pertama emg bnyak pungli..yg kedua pas ke kamar mandi didekat warung dikasih tau sm pemilik jangan lewat jalur utama bnyk begal disuruh lewat jln 1nya..eh …";Punya pengalaman yg ga mengenakan disini Yg pertama emg bnyak pungliyg kedua pas ke kamar mandi didekat warung dikasih tau sm pemilik jangan lewat jalur utama bnyk begal disuruh lewat jln nyaeh;['punya', 'pengalaman', 'yg', 'ga', 'mengenakan', 'disini', 'yg', 'pertama', 'emg', 'bnyak', 'pungliyg', 'kedua', 'pas', 'ke', 'kamar', 'mandi', 'didekat', 'warung', 'dikasih', 'tau', 'sm', 'pemilik', 'jangan', 'lewat', 'jalur', 'utama', 'bnyk', 'begal', 'disuruh', 'lewat', 'jln', 'nyaeh'];['punya', 'pengalaman', 'yang', 'enggak', 'mengenakan', 'disini', 'yang', 'pertama', 'memang', 'banyak', 'pungliyg', 'kedua', 'pas', 'ke', 'kamar', 'mandi', 'didekat', 'warung', 'dikasih', 'tau', 'sama', 'pemilik', 'jangan', 'lewat', 'jalur', 'utama', 'banyak', 'begal', 'disuruh', 'lewat', 'jalan', 'nyaeh'];['pengalaman', 'mengenakan', 'pungliyg', 'pas', 'kamar', 'mandi', 'didekat', 'warung', 'dikasih', 'pemilik', 'jalur', 'utama', 'begal', 'disuruh', 'jalan', 'nyaeh']
Masuk gang pertama kali bayar seikhlasnya gitu ke warga. Lalu mau masuk areanya bayar lagi 20rb untuk mobil. Pas sudah di areanya yang luas, itu nanti kita bisa milih di area tertentu yang (sepertinya) dimiliki oleh beda-beda orang. Kalau …;Masuk gang pertama kali bayar seikhlasnya gitu ke warga Lalu mau masuk areanya bayar lagi rb untuk mobil Pas sudah di areanya yang luas itu nanti kita bisa milih di area tertentu yang sepertinya dimiliki oleh bedabeda orang Kalau;['masuk', 'gang', 'pertama', 'kali', 'bayar', 'seikhlasnya', 'gitu', 'ke', 'warga', 'lalu', 'mau', 'masuk', 'areanya', 'bayar', 'lagi', 'rb', 'untuk', 'mobil', 'pas', 'sudah', 'di', 'areanya', 'yang', 'luas', 'itu', 'nanti', 'kita', 'bisa', 'milih', 'di', 'area', 'tertentu', 'yang', 'sepertinya', 'dimiliki', 'oleh', 'bedabeda', 'orang', 'kalau'];['masuk', 'gang', 'pertama', 'kali', 'bayar', 'seikhlasnya', 'begitu', 'ke', 'warga', 'lalu', 'mau', 'masuk', 'areanya', 'bayar', 'lagi', 'ribu', 'untuk', 'mobil', 'pas', 'sudah', 'di', 'areanya', 'yang', 'luas', 'itu', 'nanti', 'kita', 'bisa', 'memilih', 'di', 'area', 'tertentu', 'yang', 'sepertinya', 'dimiliki', 'oleh', 'bedabeda', 'orang', 'kalau'];['masuk', 'gang', 'kali', 'bayar', 'seikhlasnya', 'warga', 'masuk', 'areanya', 'bayar', 'ribu', 'mobil', 'pas', 'areanya', 'luas', 'memilih', 'area', 'dimiliki', 'bedabeda', 'orang']
"Merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata.
Pengelolaan oleh pemerintah masih sangat minim, akses jalannya sulit dan banyak …";Merupakan daerah tambang batu kapur yang juga dimanfaatkan sebagai obyek wisata Pengelolaan oleh pemerintah masih sangat minim akses jalannya sulit dan banyak;['merupakan', 'daerah', 'tambang', 'batu', 'kapur', 'yang', 'juga', 'dimanfaatkan', 'sebagai', 'obyek', 'wisata', 'pengelolaan', 'oleh', 'pemerintah', 'masih', 'sangat', 'minim', 'akses', 'jalannya', 'sulit', 'dan', 'banyak'];['merupakan', 'daerah', 'tambang', 'batu', 'kapur', 'yang', 'juga', 'dimanfaatkan', 'sebagai', 'obyek', 'wisata', 'pengelolaan', 'oleh', 'pemerintah', 'masih', 'sangat', 'minim', 'akses', 'jalannya', 'sulit', 'dan', 'banyak'];['daerah', 'tambang', 'batu', 'kapur', 'dimanfaatkan', 'obyek', 'wisata', 'pengelolaan', 'pemerintah', 'minim', 'akses', 'jalannya', 'sulit']
"Banyak yang bilang banyak pungli, mungkin iya,
Masuk kita di minta parkir 20.000 untuk mobil,
Kemudian di jalan kita di cegat dan di arahkan masuk ke gua masuk bayar lagi …";Banyak yang bilang banyak pungli mungkin iya Masuk kita di minta parkir untuk mobil Kemudian di jalan kita di cegat dan di arahkan masuk ke gua masuk bayar lagi;['banyak', 'yang', 'bilang', 'banyak', 'pungli', 'mungkin', 'iya', 'masuk', 'kita', 'di', 'minta', 'parkir', 'untuk', 'mobil', 'kemudian', 'di', 'jalan', 'kita', 'di', 'cegat', 'dan', 'di', 'arahkan', 'masuk', 'ke', 'gua', 'masuk', 'bayar', 'lagi'];['banyak', 'yang', 'bilang', 'banyak', 'pungli', 'mungkin', 'iya', 'masuk', 'kita', 'di', 'meminta', 'parkir', 'untuk', 'mobil', 'kemudian', 'di', 'jalan', 'kita', 'di', 'cegat', 'dan', 'di', 'arahkan', 'masuk', 'ke', 'gua', 'masuk', 'bayar', 'lagi'];['pungli', 'iya', 'masuk', 'parkir', 'mobil', 'jalan', 'cegat', 'arahkan', 'masuk', 'gua', 'masuk', 'bayar']
Sepi dan kurang perawatan setelah covid.  Wisata murah fan menarik;Sepi dan kurang perawatan setelah covid Wisata murah fan menarik;['sepi', 'dan', 'kurang', 'perawatan', 'setelah', 'covid', 'wisata', 'murah', 'fan', 'menarik'];['sepi', 'dan', 'kurang', 'perawatan', 'setelah', 'covid', 'wisata', 'murah', 'fan', 'menarik'];['sepi', 'perawatan', 'covid', 'wisata', 'murah', 'fan', 'menarik']
Sayang pas kesini Air kolamnya  gak ada;Sayang pas kesini Air kolamnya gak ada;['sayang', 'pas', 'kesini', 'air', 'kolamnya', 'gak', 'ada'];['sayang', 'pas', 'kesini', 'air', 'kolamnya', 'enggak', 'ada'];['sayang', 'pas', 'kesini', 'air', 'kolamnya']
Bukit Jaddih sejatinya adalah tambang kapur. Uniknya, saat ini pertambangan masih berlangsung, sehingga ada alat berat dan truk yang berlalu-lalang mengangkut batu kapur. …;Bukit Jaddih sejatinya adalah tambang kapur Uniknya saat ini pertambangan masih berlangsung sehingga ada alat berat dan truk yang berlalulalang mengangkut batu kapur;['bukit', 'jaddih', 'sejatinya', 'adalah', 'tambang', 'kapur', 'uniknya', 'saat', 'ini', 'pertambangan', 'masih', 'berlangsung', 'sehingga', 'ada', 'alat', 'berat', 'dan', 'truk', 'yang', 'berlalulalang', 'mengangkut', 'batu', 'kapur'];['bukit', 'jaddih', 'sejatinya', 'adalah', 'tambang', 'kapur', 'uniknya', 'saat', 'ini', 'pertambangan', 'masih', 'berlangsung', 'sehingga', 'ada', 'alat', 'berat', 'dan', 'truk', 'yang', 'berlalulalang', 'mengangkut', 'batu', 'kapur'];['bukit', 'jaddih', 'sejatinya', 'tambang', 'kapur', 'uniknya', 'pertambangan', 'alat', 'berat', 'truk', 'berlalulalang', 'mengangkut', 'batu', 'kapur']
Pamandangannya bukit bekas hasil tambang kapur cakep banget (instagramable)..cm sayang aksesnya kesana harus melewati jalanan rusak (jadi akses kluar masuk truk tambang juga). Saya naik mobil dikenakan karcis 20ribu di akses masuk …;Pamandangannya bukit bekas hasil tambang kapur cakep banget instagramablecm sayang aksesnya kesana harus melewati jalanan rusak jadi akses kluar masuk truk tambang juga Saya naik mobil dikenakan karcis ribu di akses masuk;['pamandangannya', 'bukit', 'bekas', 'hasil', 'tambang', 'kapur', 'cakep', 'banget', 'instagramablecm', 'sayang', 'aksesnya', 'kesana', 'harus', 'melewati', 'jalanan', 'rusak', 'jadi', 'akses', 'kluar', 'masuk', 'truk', 'tambang', 'juga', 'saya', 'naik', 'mobil', 'dikenakan', 'karcis', 'ribu', 'di', 'akses', 'masuk'];['pamandangannya', 'bukit', 'bekas', 'hasil', 'tambang', 'kapur', 'cakep', 'banget', 'instagramablecm', 'sayang', 'aksesnya', 'kesana', 'harus', 'melewati', 'jalanan', 'rusak', 'jadi', 'akses', 'keluar', 'masuk', 'truk', 'tambang', 'juga', 'saya', 'naik', 'mobil', 'dikenakan', 'karcis', 'ribu', 'di', 'akses', 'masuk'];['pamandangannya', 'bukit', 'bekas', 'hasil', 'tambang', 'kapur', 'cakep', 'banget', 'instagramablecm', 'sayang', 'aksesnya', 'kesana', 'melewati', 'jalanan', 'rusak', 'akses', 'masuk', 'truk', 'tambang', 'mobil', 'dikenakan', 'karcis', 'ribu', 'akses', 'masuk']
"Bagus buat foto2.. sayangnya jalan menuju TKP masih kurang bagus. Juga fasum agar ditingkatnya shg pengunjung nyaman..
Semoga kedepan makin tertata..???????? …";Bagus buat foto sayangnya jalan menuju TKP masih kurang bagus Juga fasum agar ditingkatnya shg pengunjung nyaman Semoga kedepan makin tertata;['bagus', 'buat', 'foto', 'sayangnya', 'jalan', 'menuju', 'tkp', 'masih', 'kurang', 'bagus', 'juga', 'fasum', 'agar', 'ditingkatnya', 'shg', 'pengunjung', 'nyaman', 'semoga', 'kedepan', 'makin', 'tertata'];['bagus', 'buat', 'foto', 'sayangnya', 'jalan', 'menuju', 'tkp', 'masih', 'kurang', 'bagus', 'juga', 'fasum', 'agar', 'ditingkatnya', 'shg', 'pengunjung', 'nyaman', 'semoga', 'kedepan', 'makin', 'tertata'];['bagus', 'foto', 'sayangnya', 'jalan', 'tkp', 'bagus', 'fasum', 'ditingkatnya', 'shg', 'pengunjung', 'nyaman', 'semoga', 'kedepan', 'tertata']
Parkiran cukup luas, mushola & kamar mandi cukup jauh hanya terletak di jalan masuk sebelum lokasi. Ada perahu getek juga. Terdapat banyak warung kopi. Hanya saja banyak pungli. Kurang lebih 3X harus bayar 'tiket' yang tidak jelas;Parkiran cukup luas mushola kamar mandi cukup jauh hanya terletak di jalan masuk sebelum lokasi Ada perahu getek juga Terdapat banyak warung kopi Hanya saja banyak pungli Kurang lebih X harus bayar tiket yang tidak jelas;['parkiran', 'cukup', 'luas', 'mushola', 'kamar', 'mandi', 'cukup', 'jauh', 'hanya', 'terletak', 'di', 'jalan', 'masuk', 'sebelum', 'lokasi', 'ada', 'perahu', 'getek', 'juga', 'terdapat', 'banyak', 'warung', 'kopi', 'hanya', 'saja', 'banyak', 'pungli', 'kurang', 'lebih', 'x', 'harus', 'bayar', 'tiket', 'yang', 'tidak', 'jelas'];['parkiran', 'cukup', 'luas', 'mushola', 'kamar', 'mandi', 'cukup', 'jauh', 'hanya', 'terletak', 'di', 'jalan', 'masuk', 'sebelum', 'lokasi', 'ada', 'perahu', 'getek', 'juga', 'terdapat', 'banyak', 'warung', 'kopi', 'hanya', 'saja', 'banyak', 'pungli', 'kurang', 'lebih', 'kali', 'harus', 'bayar', 'tiket', 'yang', 'tidak', 'jelas'];['parkiran', 'luas', 'mushola', 'kamar', 'mandi', 'terletak', 'jalan', 'masuk', 'lokasi', 'perahu', 'getek', 'warung', 'kopi', 'pungli', 'kali', 'bayar', 'tiket']
"Kurang bagus terutama di bagian tiket...
Terlalu banyak minta uang atau tidak resmi.
Uang masuk 30rbu katanya sudah free sampai tempat. …";Kurang bagus terutama di bagian tiket Terlalu banyak minta uang atau tidak resmi Uang masuk rbu katanya sudah free sampai tempat;['kurang', 'bagus', 'terutama', 'di', 'bagian', 'tiket', 'terlalu', 'banyak', 'minta', 'uang', 'atau', 'tidak', 'resmi', 'uang', 'masuk', 'rbu', 'katanya', 'sudah', 'free', 'sampai', 'tempat'];['kurang', 'bagus', 'terutama', 'di', 'bagian', 'tiket', 'terlalu', 'banyak', 'meminta', 'uang', 'atau', 'tidak', 'resmi', 'uang', 'masuk', 'rbu', 'katanya', 'sudah', 'free', 'sampai', 'tempat'];['bagus', 'tiket', 'uang', 'resmi', 'uang', 'masuk', 'rbu', 'free']
wisata yg masih tergolong mahal, dengan pemandangan & suasana seperti itu : panas, gersang,  fasilitas minim, kotor & banyak pungli.  untuk menuju lokasi ini saja harus berhati2 dgn jalan sempit & berlubang, polisi tidur dimana2, pengendara …;wisata yg masih tergolong mahal dengan pemandangan suasana seperti itu panas gersang fasilitas minim kotor banyak pungli untuk menuju lokasi ini saja harus berhati dgn jalan sempit berlubang polisi tidur dimana pengendara;['wisata', 'yg', 'masih', 'tergolong', 'mahal', 'dengan', 'pemandangan', 'suasana', 'seperti', 'itu', 'panas', 'gersang', 'fasilitas', 'minim', 'kotor', 'banyak', 'pungli', 'untuk', 'menuju', 'lokasi', 'ini', 'saja', 'harus', 'berhati', 'dgn', 'jalan', 'sempit', 'berlubang', 'polisi', 'tidur', 'dimana', 'pengendara'];['wisata', 'yang', 'masih', 'tergolong', 'mahal', 'dengan', 'pemandangan', 'suasana', 'seperti', 'itu', 'panas', 'gersang', 'fasilitas', 'minim', 'kotor', 'banyak', 'pungli', 'untuk', 'menuju', 'lokasi', 'ini', 'saja', 'harus', 'berhati', 'dengan', 'jalan', 'sempit', 'berlubang', 'polisi', 'tidur', 'dimana', 'pengendara'];['wisata', 'tergolong', 'mahal', 'pemandangan', 'suasana', 'panas', 'gersang', 'fasilitas', 'minim', 'kotor', 'pungli', 'lokasi', 'berhati', 'jalan', 'sempit', 'berlubang', 'polisi', 'tidur', 'dimana', 'pengendara']
Ada 3 spot wisata yang bisa kita kunjungi. Ada kolam renang, Danau Biru, atau naik ke Bukit. Kalau mau ke Bukit Harus lebih hati-hati karena melewati jalan kendaraan penambangan batu kapur. Jalannya menanjak dan tidak rata. Sampai di atas …;Ada spot wisata yang bisa kita kunjungi Ada kolam renang Danau Biru atau naik ke Bukit Kalau mau ke Bukit Harus lebih hatihati karena melewati jalan kendaraan penambangan batu kapur Jalannya menanjak dan tidak rata Sampai di atas;['ada', 'spot', 'wisata', 'yang', 'bisa', 'kita', 'kunjungi', 'ada', 'kolam', 'renang', 'danau', 'biru', 'atau', 'naik', 'ke', 'bukit', 'kalau', 'mau', 'ke', 'bukit', 'harus', 'lebih', 'hatihati', 'karena', 'melewati', 'jalan', 'kendaraan', 'penambangan', 'batu', 'kapur', 'jalannya', 'menanjak', 'dan', 'tidak', 'rata', 'sampai', 'di', 'atas'];['ada', 'spot', 'wisata', 'yang', 'bisa', 'kita', 'kunjungi', 'ada', 'kolam', 'renang', 'danau', 'biru', 'atau', 'naik', 'ke', 'bukit', 'kalau', 'mau', 'ke', 'bukit', 'harus', 'lebih', 'hatihati', 'karena', 'melewati', 'jalan', 'kendaraan', 'penambangan', 'batu', 'kapur', 'jalannya', 'menanjak', 'dan', 'tidak', 'rata', 'sampai', 'di', 'atas'];['spot', 'wisata', 'kunjungi', 'kolam', 'renang', 'danau', 'biru', 'bukit', 'bukit', 'hatihati', 'melewati', 'jalan', 'kendaraan', 'penambangan', 'batu', 'kapur', 'jalannya', 'menanjak']
